ID	Cat. Number	Location	Country	Town	Permalink	Digital Library	Support	Date	Pages	Size	Title	Note	Genre	IIIF Manifest
ITT91	APIA 00091	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/125915	HMML	Paper	1746-1746	275 pages	15.0 x 21.5 x 2.5 cm	Commentary on Elements of theology of Proclus		Theology	Log-in required
ITT92	APIA 00092	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/125916	HMML	Paper	1700-1800	744 pages	15.5 x 20.5 x 5.0 cm	Homilies on the Beatitudes		Theology	Log-in required
ITT95	APIA 00095	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/125917	HMML	Paper	1726-1726	306 pages	16.0 x 21.0 x 3.0 cm	Four meditations		Undefined	Log-in required
ITT101	APIA 00101	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126235	HMML	Paper	1767-1767	582 pages	15.0 x 21.0 x 5.5 cm	Guide to Christian living		Theology	Log-in required
ITT102	APIA 00102	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126236	HMML	Paper	1674-1674	832 pages	15.0 x 21.0 x 7.5 cm	On medicine		Sciences	Log-in required
ITT103A	APIA 00103A	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126237	HMML	Paper	1732-1732	1360 pages	13.5 x 20.0 x 9.0 cm	Guide for sinners		Theology	Log-in required
ITT103B	APIA 00103B	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126238	HMML	Paper	1732-1732	878 pages	14.0 x 20.5 x 6.5 cm	Guide for sinners		Theology	Log-in required
ITT104	APIA 00104	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126239	HMML	Paper	1700-1800	557 pages	15.5 x 20.5 x 5.5 cm	Works		Miscellaneous	Log-in required
ITT105	APIA 00105	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126240	HMML	Paper	1713-1713	626 pages	15.5 x 20.0 x 5.0 cm	Homilies		Theology	Log-in required
ITT106	APIA 00106	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126241	HMML	Paper	1600-1800	686 pages	15.0 x 20.0 x 5.5 cm	On grammar		Linguistics	Log-in required
ITT107	APIA 00107	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126242	HMML	Paper	1738-1738	658 pages	15.0 x 20.0 x 6.0 cm	Commentary on the Definitions and divisions of philosophy of David the Invincible		Philosophy	Log-in required
ITT108	APIA 00108	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126243	HMML	Paper	1700-1800	1200 pages	16.0 x 20.0 x 9.0 cm	Commentary on the Song of songs		Exegesis	Log-in required
ITT109	APIA 00109	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126244	HMML	Paper	1664-1664	653 pages	15.5 x 21.0 x 4.5 cm	Treasury of the teaching of Christ		Theology	Log-in required
ITT110A	APIA 00110A	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126245	HMML	Paper	1730-1730	664 pages	16.0 x 20.0 x 5.0 cm	Deception of the world. Volume 1		Miscellaneous	Log-in required
ITT110B	APIA 00110B	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126246	HMML	Paper	1734-1734	804 pages	17.0 x 22.5 x 6.0 cm	Deception of the world. Volume 2		Miscellaneous	Log-in required
ITT111	APIA 00111	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126247	HMML	Paper	1732-1732	182 pages	16.5 x 22.5 x 2.0 cm	Manual for the penitent		Theology	Log-in required
ITT112	APIA 00112	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126248	HMML	Paper	1700-1800	1098 pages	17.5 x 23.0 x 8.5 cm	Commentary on the four great Prophets		Exegesis	Log-in required
ITT113A	APIA 00113A	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126249	HMML	Paper	1700-1800	1604 pages	16.5 x 22.5 x 11.0 cm	Prolegomena to the Gospel		Exegesis	Log-in required
ITT113B	APIA 00113B	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126250	HMML	Paper	1700-1800	1604 pages	16.5 x 22.0 x 11.0 cm	Commentary on Matthew. Volume 2		Exegesis	Log-in required
ITT115	APIA 00115	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126252	HMML	Paper	1789-1789	456 pages	15.0 x 20.5 x 4.0 cm	On the Hexaemeron		Theology	Log-in required
ITT116	APIA 00116	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126253	HMML	Paper	1421-1421	266 pages	15.0 x 20.0 x 4.5 cm	Mashtotsʻ		Liturgy	Log-in required
ITT118	APIA 00118	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126254	HMML	Paper	1700-1800	361 pages	15.5 x 21.0 x 3.0 cm	On the divine virtue of faith		Theology	Log-in required
ITT119	APIA 00119	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126255	HMML	Paper	1830-1830	300 pages	14.0 x 20.5 x 2.3 cm	Homilies		Theology	Log-in required
ITT120	APIA 00120	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126256	HMML	Paper	1710-1710	462 pages	16.0 x 19.5 x 4.0 cm	Homilies		Theology	Log-in required
ITT121	APIA 00121	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126257	HMML	Paper	1700-1800	512 pages	14.0 x 20.0 x 2.5 cm	Commentary on Job		Exegesis	Log-in required
ITT123	APIA 00123	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126258	HMML	Paper	1731-1731	668 pages	14.0 x 20.0 x 5.0 cm	Commentary on the Celestial hierarchy of Dionysius		Theology	Log-in required
ITT124	APIA 00124	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126259	HMML	Paper	1756-1756	652 pages	13.0 x 19.5 x 5.0 cm	Book of sadness		Poetry	Log-in required
ITT125	APIA 00125	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126260	HMML	Paper	1600-1700	640 pages	12.5 x 19.0 x 5.0 cm	Index to Bible		Linguistics	Log-in required
ITT126	APIA 00126	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126261	HMML	Paper	1678-1678	337 pages	13.5 x 20.0 x 4.5 cm	Book of questions		Theology	Log-in required
ITT127	APIA 00127	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126262	HMML	Paper	1653-1653	354 pages	15.0 x 19.0 x 3.5 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT128	APIA 00128	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126263	HMML	Paper	1697-1697	774 pages	13.0 x 18.5 x 6.0 cm	On the Jewish war		History	Log-in required
ITT129	APIA 00129	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126264	HMML	Paper	1671-1671	546 pages	13.0 x 18.0 x 6.0 cm	Gospels		Bible	Log-in required
ITT130	APIA 00130	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126265	HMML	Paper	1600-1700	713 pages	13.0 x 18.0 x 8.5 cm	Book of questions		Theology	Log-in required
ITT131	APIA 00131	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126266	HMML	Paper	1700-1800	542 pages	12.5 x 18.5 x 3.5 cm	Book of sadness		Poetry	Log-in required
ITT132	APIA 00132	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126267	HMML	Paper	1744-1744	478 pages	14.0 x 18.0 x 5.5 cm	Scholia on Job		Exegesis	Log-in required
ITT134	APIA 00134	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126268	HMML	Paper	1700-1800	546 pages	13.4 x 17.5 x 4.0 cm	On the soul		Theology	Log-in required
ITT135	APIA 00135	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126269	HMML	Paper	1818-1818	259 pages	14.0 x 17.0 x 2.0 cm	Psalter		Bible	Log-in required
ITT136	APIA 00136	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126270	HMML	Paper	1781-1781	346 pages	12.2 x 17.0 x 3.0 cm	History of Vardan and the Armenian War		History	Log-in required
ITT137	APIA 00137	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126271	HMML	Paper	1783-1783	532 pages	11.5 x 16.5 x 3.5 cm	History of Armenia		History	Log-in required
ITT138	APIA 00138	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126272	HMML	Paper	1511-1511	601 pages	12.0 x 16.0 x 6.0 cm	Gospels		Bible	Log-in required
ITT139	APIA 00139	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126273	HMML	Paper	1500-1700	736 pages	11.0 x 16.5 x 6.0 cm	Commentary on the Categories of Aristotle		Philosophy	Log-in required
ITT140	APIA 00140	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126274	HMML	Paper	1600-1800	588 pages	11.0 x 16.0 x 4.7 cm	Isagoge		Philosophy	Log-in required
ITT142	APIA 00142	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126275	HMML	Paper	1789-1789	842 pages	11.0 x 15.5 x 6.5 cm	On the unity of the church		Theology	Log-in required
ITT143	APIA 00143	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126276	HMML	Paper	1600-1700	324 pages	12.7 x 18.6 x 3.7 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT144	APIA 00144	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126277	HMML	Paper	1700-1800	246 pages	13.5 x 18.5 x 2.5 cm	Kʻarosgirkʻ		Theology	Log-in required
ITT146	APIA 00146	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126278	HMML	Paper	1700-1800	191 pages	12.0 x 17.7 x 2.0 cm	Commentary on the Domar		Sciences	Log-in required
ITT147	APIA 00147	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126279	HMML	Paper	1600-1800	208 pages	11.6 x 17.0 x 2.0 cm	Definitions and divisions of philosophy		Philosophy	Log-in required
ITT148	APIA 00148	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126280	HMML	Paper	1700-1800	510 pages	13.8 x 16.0 x 5.0 cm	General epistle		Theology	Log-in required
ITT149	APIA 00149	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126281	HMML	Paper	1500-1600	350 pages	11.1 x 15.6 x 4.5 cm	Mashtotsʻ		Liturgy	Log-in required
ITT150	APIA 00150	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126282	HMML	Paper	1600-1800	416 pages	11.0 x 15.6 x 4.5 cm	Mashtotsʻ		Liturgy	Log-in required
ITT151	APIA 00151	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126283	HMML	Paper	1749-1749	492 pages	10.0 x 15.0 x 4.5 cm	Theological miscellany		Theology	Log-in required
ITT152	APIA 00152	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126284	HMML	Paper	1720-1720	552 pages	10.9 x 15.1 x 4.0 cm	Commentary on Job		Exegesis	Log-in required
ITT153	APIA 00153	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126285	HMML	Paper	1669-1669	870 pages	10.7 x 15.5 x 5.8 cm	Homily on Prayer		Theology	Log-in required
ITT154	APIA 00154	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126286	HMML	Paper	1600-1800	456 pages	10.2 x 15.0 x 4.0 cm	On grammar		Linguistics	Log-in required
ITT155	APIA 00155	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126287	HMML	Paper	1765-1765	224 pages	10.8 x 16.0 x 2.0 cm	On rhetoric		Miscellaneous	Log-in required
ITT156	APIA 00156	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126288	HMML	Paper	1806-1806	202 pages	10.5 x 16.1 x 1.8 cm	Sayings of Zacharias		Undefined	Log-in required
ITT157	APIA 00157	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126289	HMML	Paper	1769-1769	216 pages	10.4 x 15.6 x 1.7 cm	Life of Saint Jacob of Nisibis		Hagiography	Log-in required
ITT158	APIA 00158	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126290	HMML	Paper	1833-1833	140 pages	10.3 x 15.4 x 1.6 cm	Pataragamatoytsʻ		Liturgy	Log-in required
ITT159	APIA 00159	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126291	HMML	Paper	1700-1800	96 pages	12.5 x 15.5 x 2.0 cm	Commentary on Hebrews		Exegesis	Log-in required
ITT160	APIA 00160	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126292	HMML	Paper	1804-1804	296 pages	11.6 x 15.6 x 2.5 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT161	APIA 00161	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126293	HMML	Paper	1700-1800	516 pages	10.8 x 15.2 x 4.3 cm	Isagoge		Philosophy	Log-in required
ITT162	APIA 00162	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126294	HMML	Paper	1727-1727	476 pages	11.5 x 14.7 x 4.7 cm	Definitions and divisions of philosophy		Philosophy	Log-in required
ITT163	APIA 00163	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126295	HMML	Paper	1766-1766	400 pages	9.5 x 14.9 x 3.7 cm	Psalter		Bible	Log-in required
ITT164	APIA 00164	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126296	HMML	Paper	1700-1800	730 pages	10.7 x 15.2 x 5.7 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT165	APIA 00165	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126297	HMML	Paper	1739-1739	546 pages	9.9 x 14.5 x 4.8 cm	Tonatsʻoytsʻ		Liturgy	Log-in required
ITT166	APIA 00166	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126298	HMML	Paper	1500-1700	606 pages	6.5 x 10.2 x 5.7 cm	Kʻarosgirkʻ		Theology	Log-in required
ITT167	APIA 00167	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126299	HMML	Paper	1694-1694	716 pages	9.6 x 13.8 x 6.8 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT169	APIA 00169	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126301	HMML	Paper	1603-1603	686 pages	9.6 x 12.9 x 7.8 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT170	APIA 00170	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126302	HMML	Paper	1663-1663	758 pages	9.5 x 12.8 x 5.7 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT171	APIA 00171	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126303	HMML	Paper	1600-1800	590 pages	8.4 x 13.2 x 5.8 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT172	APIA 00172	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126304	HMML	Paper	1649-1649	782 pages	8.2 x 13.0 x 5.4 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT173	APIA 00173	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126305	HMML	Paper	1550-1550	730 pages	8.6 x 12.5 x 7.8 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT174	APIA 00174	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126306	HMML	Paper	1700-1800	344 pages	20.8 x 30.7 x 1.6 cm	Eccleasiastical history		History	Log-in required
ITT175	APIA 00175	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126307	HMML	Paper	1822-1822	282 pages	20.8 x 29.8 x 2.0 cm	Forest of allegory		Theology	Log-in required
ITT176	APIA 00176	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126308	HMML	Paper	1822-1822	84 pages	20.8 x 29.0 x 1.0 cm	Canon law		Law	Log-in required
ITT177	APIA 00177	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126309	HMML	Paper	1800-1900	116 pages	19.6 x 27.8 x 1.0 cm	Correspondence		Miscellaneous	Log-in required
ITT178	APIA 00178	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126310	HMML	Paper	1800-1900	162 pages	19.1 x 28.0 x 1.8 cm	Unidentified text		Undefined	Log-in required
ITT179	APIA 00179	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126311	HMML	Paper	1834-1834	304 pages	19.1 x 27.2 x 1.9 cm	Kʻarosgirkʻ		Theology	Log-in required
ITT180	APIA 00180	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126312	HMML	Paper	1822-1822	86 pages	21.9 x 27.1 x 1.1 cm	Book of election		Liturgy	Log-in required
ITT181	APIA 00181	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126313	HMML	Paper	1819-1819	168 pages	17.7 x 24.7 x 1.9 cm	Book of election		Liturgy	Log-in required
ITT183	APIA 00183	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126314	HMML	Paper	1865-1865	240 pages	17.8 x 23.8 x 1.6 cm	Arabic grammar		Linguistics	Log-in required
ITT184	APIA 00184	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126315	HMML	Paper	1800-1900	186 pages	16.0 x 23.8 x 2.5 cm	Sharaknotsʻ		Liturgy	Log-in required
ITT186	APIA 00186	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126316	HMML	Paper	1700-1900	208 pages	17.0 x 23.7 x 1.7 cm	Commentary on Job		Exegesis	Log-in required
ITT187	APIA 00187	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126317	HMML	Paper	1803-1803	101 pages	16.0 x 23.6 x 1.8 cm	Wondrous stories		Miscellaneous	Log-in required
ITT189	APIA 00189	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126319	HMML	Paper	1700-1900	110 pages	17.0 x 23.3 x 0.7 cm	Chronicle		History	Log-in required
ITT190	APIA 00190	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126320	HMML	Paper	1761-1761	128 pages	16.8 x 22.5 x 1.0 cm	Encyclical		Theology	Log-in required
ITT191	APIA 00191	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126321	HMML	Paper	1822-1822	62 pages	16.8 x 22.5 x 0.8 cm	On the cross of Varag		Hagiography	Log-in required
ITT192	APIA 00192	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126322	HMML	Paper	1773-1773	60 pages	17.0 x 21.9 x 0.8 cm	Key to astronomy		Sciences	Log-in required
ITT193	APIA 00193	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126323	HMML	Paper	1600-1800	84 pages	15.5 x 21.7 x 1.3 cm	Mashtotsʻ		Liturgy	Log-in required
ITT194	APIA 00194	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126324	HMML	Paper	1836-1836	136 pages	15.2 x 21.1 x 1.5 cm	History of Armenia		History	Log-in required
ITT195	APIA 00195	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126325	HMML	Paper	1846-1846	96 pages	17.2 x 21.4 x 0.9 cm	On the place of Israel in God's plan		Theology	Log-in required
ITT196	APIA 00196	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126326	HMML	Paper	1841-1841	304 pages	17.0 x 21.3 x 2.1 cm	History of Armenia		History	Log-in required
ITT197	APIA 00197	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126327	HMML	Paper	1800-1900	331 pages	15.1 x 20.5 x 3.0 cm	History of Armenia		History	Log-in required
ITT198	APIA 00198	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126328	HMML	Paper	1800-1900	288 pages	15.5 x 20.8 x 2.2 cm	History of Armenia		History	Log-in required
ITT199	APIA 00199	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126329	HMML	Paper	1781-1781	230 pages	15.4 x 21.0 x 1.9 cm	Mystery of the Church		Undefined	Log-in required
ITT200	APIA 00200	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126330	HMML	Paper	1700-1800	196 pages	16.3 x 21.7 x 1.7 cm	Introduction to Aristotle		Philosophy	Log-in required
ITT93	APIA 00093	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126764	HMML	Paper	1700-1800	384 pages	16.0 x 21.5 x 2.5 cm	Philosophical debates		Philosophy	Log-in required
ITT96	APIA 00096	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126765	HMML	Paper	1815-1815	272 pages	14.5 x 22.0 x 2.0 cm	Against Mikayel Chamchean		Theology	Log-in required
ITT97	APIA 00097	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126766	HMML	Paper	1700-1800	1084 pages	14.0 x 20.5 x 8.5 cm	General declaration to the world		Miscellaneous	Log-in required
ITT98	APIA 00098	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126767	HMML	Paper	1700-1800	672 pages	15.5 x 21.0 x 5.5 cm	Harmony between the Old and New Testaments		Theology	Log-in required
ITT99	APIA 00099	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126768	HMML	Paper	1700-1800	304 pages	16.0 x 21.0 x 2.0 cm	Prayers		Liturgy	Log-in required
ITT202	APIA 00202	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126770	HMML	Paper	1833-1833	138 pages	16.4 x 21.2 x 1.2 cm	Homilies		Theology	Log-in required
ITT203	APIA 00203	Armenian Patriarchate of Istanbul, Azgayin Matenadaran	Turkey	Istanbul	https://w3id.org/vhmml/readingRoom/view/126771	HMML	Paper	1700-1800	294 pages		On Pseudo-Dionysius the Areopagite		Theology	Log-in required
